epoch,train_loss1_a,train_loss1_b,train_loss1_c,train_loss_ex1_avg,train_loss2_a,train_loss2_b,train_loss2_c,train_loss_ex2_avg,train_total_loss,train_joint_loss,train_ex1_pct,train_ex1_diff,val_loss1_a,val_loss1_b,val_loss1_c,val_loss_ex1_avg,val_loss2_a,val_loss2_b,val_loss2_c,val_loss_ex2_avg,val_total_loss,val_joint_loss,val_ex1_pct,val_ex1_diff
1,0.6785570059503828,0.6771600845200675,0.6772540548869542,0.6776570684569223,0.6041279454912458,0.5828339656080519,0.5984095328535353,0.5951238339287894,1.6727793659482684,1.2727809035437447,1.5370453700711551e-06,0.39999846870558603,0.6561605055672782,0.6498132751328605,0.6505464389664786,0.6521734276499067,0.49628955602645874,0.4659695146083832,0.5071379217420305,0.48979901099205014,1.5419471571786063,1.1419724412645613,2.52907658689797e-05,0.3999747154372079
2,0.6183778625896998,0.6105450984069279,0.612509233542851,0.6138107525280544,0.49565777591296606,0.49061719124657766,0.5140016335078648,0.5000922143799919,1.481523590360369,1.1139029658862523,0.03237938160617634,0.36762062426975795,0.5737751280580248,0.550909368957792,0.5590270001207079,0.5612371856144497,0.42292688529832023,0.44235328708376204,0.46799550454957145,0.44442523659978594,1.2924956750869752,1.0056624257223947,0.113166758281844,0.2868332472017833
3,0.5788389854431152,0.5123432066099984,0.5388411300522941,0.5433411253861019,0.44763408156803675,0.46734948304721285,0.4916636276245117,0.46888240940230236,1.1980743427276612,1.012223537513188,0.21417225890500205,0.18585080695152284,0.5741685473237719,0.46365035009384153,0.5203483890124729,0.5193891122341155,0.40057487874371667,0.4357668151344572,0.465458410859108,0.4339333787305015,1.019824939114707,0.9533224934169224,0.33645970293453764,0.06650244440351213
4,0.5006299607753754,0.46631427359580996,0.5019769028936114,0.4896403915200915,0.416427057828222,0.4558522198711123,0.48188169879572734,0.45138700338772364,1.0006565760884967,0.9410273957252503,0.3475523006916046,0.059629181453159874,0.44060823472908567,0.43971096089908057,0.47666996569292885,0.4523297325883593,0.3604738485472543,0.43240442047800337,0.47201435686860765,0.4216308857372829,0.9125495393616813,0.8739606196539743,0.3809764071532658,0.03858891916275024
5,0.4345665807213102,0.4593255377156394,0.4845648624897003,0.45948567305292404,0.38088160269601007,0.44779273222173965,0.47187284651824407,0.43351573872566224,0.9328849562917437,0.8930014120510646,0.38202256182261873,0.03988354590960912,0.4064926319292613,0.4317067270789828,0.46422602031912125,0.4341418046270098,0.3540777437516621,0.4229036601270948,0.4437097031048366,0.4068970470769065,0.8792148250171117,0.8410388513292585,0.400495762688773,0.038175975288663594
6,0.4124173375368118,0.4480408155236925,0.4742685260261808,0.44490890513147624,0.3526793539694377,0.4399186011212213,0.4629782295056752,0.41852540510041375,0.9015811683109829,0.86343431023189,0.38911699179240633,0.038146857159478326,0.385916420510837,0.4266494143009186,0.45560716089180536,0.422724342073713,0.2991990084903581,0.4041575233255114,0.44840566195760456,0.3839207415240152,0.8437407555580139,0.8066450843811035,0.39998579674107687,0.03709567037650517
7,0.39279088721956523,0.44255466399874005,0.46678699042115895,0.4340441915648324,0.3283279874920845,0.4337457994733538,0.4561147595473698,0.4060628593308585,0.8786572369847979,0.8401070501463754,0.3920140192338398,0.03855018665109362,0.36896309353624074,0.4225328438282013,0.44981508219242095,0.41377035008158003,0.2973816349846976,0.39542953404358455,0.4263329482248851,0.3730480489049639,0.8240036247798375,0.7868183989524842,0.40667729932921276,0.03718522650854928
8,0.3792257033756801,0.4362457766362599,0.4546484888962337,0.4233733334200723,0.3039843069911003,0.4247953830957413,0.4446565968820027,0.39114543972696575,0.8506708793640136,0.8145187733513969,0.39153499123028346,0.03615210778372628,0.35484782906941004,0.4197028629439218,0.44188055670261384,0.40547709376471386,0.26081343254021233,0.38159218565055303,0.41113857928344183,0.35118140881402155,0.7935673562458583,0.7566585019315992,0.40773390231813705,0.03690885322434562
9,0.36078096716744557,0.4344071037599019,0.44911707150936125,0.41476839222226825,0.280866915174893,0.4186865568842207,0.42754777559212276,0.37570042485850197,0.827420950957707,0.7904688174383981,0.39447701486519404,0.036952133434159415,0.3424965433393206,0.41667861432688574,0.4320671171631132,0.39708076872144427,0.24849981773751123,0.36803589161804745,0.3889581736496517,0.3351646375826427,0.769550997870309,0.7322454056058612,0.40401974259104045,0.03730559308188302
10,0.34787436206000194,0.427745366198676,0.43912345441750117,0.40491440435818266,0.2625993713736534,0.40894084245818,0.40811265528202056,0.3598843001808439,0.8018808892795017,0.7647987036705017,0.3930305071217673,0.03708218615395682,0.33399896553584507,0.4144535106250218,0.4260867065191269,0.39151307112830025,0.24624893000296183,0.3618865028108869,0.372280389887946,0.32680528356347766,0.7525388212885176,0.7183183557306018,0.4039366170338222,0.03422046399116516
11,0.3383080973625183,0.42597543590409415,0.43400315957409996,0.3994289072922298,0.25304800971491,0.39504790017434527,0.3940794286983354,0.34739178923198155,0.7848635677610125,0.7468206968648093,0.39402578742163524,0.03804287082808358,0.3205321604354041,0.4106638354573931,0.4194125154018402,0.38353618122850147,0.22294908853939602,0.3395838793856757,0.3582021319184984,0.3069117090020861,0.7265874325207301,0.6904478912012918,0.40503859451838903,0.03613954063824245
12,0.3256931885480881,0.4204781851768494,0.4277763898883547,0.39131593223980493,0.2414608542408262,0.38810613240514485,0.38412709416661944,0.3378980361223221,0.7648699865341186,0.7292139692306518,0.3970966002600534,0.03565601740564619,0.310716858625412,0.4087231122766222,0.4143292259488787,0.37792307618686133,0.22905672107849803,0.32875831021581375,0.35777224330391205,0.3051957676580974,0.7194486725670951,0.6831188437257494,0.4082051645687648,0.03632982795579093
13,0.3190637641123363,0.4197031785079411,0.42491738872868673,0.38789478741373334,0.2390580169217927,0.3789235046335629,0.3763625997475215,0.3314480508225305,0.7557574467318399,0.7193428395475661,0.3983503543989999,0.036414607082094465,0.30605446008273535,0.40553009717805044,0.4089663666657039,0.3735169849055154,0.2285287636603628,0.3219051711218698,0.34905347776412965,0.29982914677688055,0.7096418881075723,0.6733461316313062,0.40443311629976547,0.036295756782804216
14,0.31225619537489757,0.41529350342069354,0.41882118885857716,0.3821236393792289,0.2343513747709138,0.36493275894437516,0.3702888130290168,0.32319099172524046,0.7419677683285304,0.7053146309512002,0.39545862245559693,0.03665313853536333,0.3032738769395011,0.40425399003710066,0.40550019463471004,0.37100936385563443,0.21971884508643832,0.3150004324572427,0.34473656737804415,0.29315195730754307,0.7002394776684897,0.6641613211972373,0.3942894242150443,0.03607815548351833
15,0.30485116958618164,0.4134835570199149,0.41374953613962445,0.37736143122400556,0.22937960501653806,0.3574371195009777,0.3653203113419669,0.3173790211336953,0.7306550514698028,0.6947404530729566,0.40056803805487495,0.035914597954068865,0.2948688599382128,0.4008860614299774,0.399401030591556,0.36505199439185004,0.21746660504596574,0.30890454964978353,0.3396620559351785,0.28867774604048047,0.6911242350169591,0.6537297418458121,0.4081805377517428,0.03739449294975826
16,0.30142499496255604,0.4079532821859632,0.41065014023440227,0.37334281625066484,0.22915569639205932,0.3407016817842211,0.36143519261905127,0.31043086627551486,0.7215621276582991,0.6837736828667776,0.40100668002877915,0.03778844542162759,0.2899994863271713,0.3985135009629386,0.3968364709956305,0.3617831629514694,0.21739260805504662,0.30600917758260454,0.33621684238740374,0.28653955105372836,0.6859050840650286,0.6483227143628256,0.4122734283890043,0.03758236914021628
17,0.2974848990610668,0.4077997310161591,0.40619688073226384,0.37049384699548993,0.22551096833603723,0.3365734549760818,0.35401012526239667,0.3053648587124688,0.7136852676187243,0.6758587048053741,0.40107583940029146,0.03782656262602125,0.2889118743283408,0.39595755296094076,0.3940997671910695,0.35965640832696644,0.22592706814408303,0.29713857790402004,0.33694228065013887,0.286669318318367,0.6820923832825252,0.6463257256235395,0.4055265266214098,0.03576665755680629
18,0.2941894036701747,0.40394548298631394,0.4030006969145366,0.3670452037198203,0.2207370360791683,0.327684230693749,0.34882268251691545,0.29908132587160385,0.7015990426880973,0.6661265293530055,0.3988014315026147,0.035472511546952384,0.2851419612509864,0.3934433315822056,0.3904596857683999,0.35634833652632575,0.22200724578755243,0.29118707835674285,0.32989089539221356,0.2810284145729882,0.6738740013326917,0.6373767522062574,0.4086452728339604,0.03649724878583636
19,0.29156692029748643,0.40236462138380324,0.39846694459233967,0.36413283899852206,0.2200873998403549,0.32527475580147336,0.34080441236495973,0.2953888646534511,0.6956103968279702,0.6595217040947505,0.4012567729949951,0.03608869256292071,0.28711099563326153,0.3912676982028144,0.3868010133504868,0.3550599126475198,0.21447804452266012,0.2885927372745105,0.3196656673380307,0.2742454915557589,0.666128730399268,0.6293054051058633,0.39694810800892966,0.036823326536587306
20,0.28750927180903296,0.3992218653474535,0.3956097811119897,0.36078031608036587,0.21919961263878004,0.3164988207561629,0.33542115676403045,0.29037320578098297,0.687678503547396,0.6511535232407706,0.400073637178966,0.03652498197555542,0.2784867904697146,0.39056833597591945,0.3819231986488615,0.350326117515564,0.21377792302199772,0.2921499386174338,0.3123406868321555,0.272756191270692,0.6593074462413788,0.6230823107787541,0.4053891704763685,0.03622513730185373
