epoch,train_loss1_a,train_loss1_b,train_loss1_c,train_loss_ex1_avg,train_loss2_a,train_loss2_b,train_loss2_c,train_loss_ex2_avg,train_total_loss,train_joint_loss,train_ex1_pct,train_ex1_diff,val_loss1_a,val_loss1_b,val_loss1_c,val_loss_ex1_avg,val_loss2_a,val_loss2_b,val_loss2_c,val_loss_ex2_avg,val_total_loss,val_joint_loss,val_ex1_pct,val_ex1_diff
1,0.6694332533563886,0.676600359576089,0.6751517974308558,0.6737284894670759,0.6128826481274197,0.579746542419706,0.5893770692007883,0.5940021057128906,1.4677265890666418,1.2677305958611624,4.014079827162017e-06,0.1999959888117654,0.6490941429138184,0.6488120949608939,0.6469570263453892,0.648287773677281,0.5294375007833754,0.48691302255221774,0.520470863376345,0.5122738114084516,1.360510754449027,1.1605615839276995,5.083165369666988e-05,0.19994917116846356
2,0.6241981556415558,0.6046637867178236,0.6022399953092847,0.6103673319816589,0.5238010989938463,0.48996003202029637,0.5101660333701542,0.5079757370608193,1.2653170830862863,1.1183430720056806,0.05366225135208437,0.14697401194913046,0.6163877993992397,0.5398672345025198,0.543857800756182,0.5667042976106916,0.46880356921468463,0.43673118019104,0.46421795235361374,0.45658424670355663,1.0608684759140015,1.0232885466303143,0.17056196713447572,0.03757992900269372
3,0.5699846565382821,0.521697941167014,0.5221211129937853,0.537934588943209,0.4686894323314939,0.46568112734385897,0.48744760719367436,0.4739394028867994,1.0456283710343497,1.0118739931242806,0.18313260917152677,0.03375437775679997,0.5266273065975734,0.4829798113959176,0.49228121757507326,0.5006294594492231,0.4090265438897269,0.4259436379841396,0.45102839475018636,0.42866620213644846,0.9578430380821228,0.9292956634249006,0.19557775243691036,0.028547375781195504
4,0.5027394304616111,0.49028521813665116,0.4935900758334569,0.49553825395447865,0.41210321618829454,0.45589092220578875,0.4721884638752256,0.44672754519326346,0.9730153769084385,0.942265801361629,0.20042063673904964,0.03074957377570016,0.47799214942114693,0.466791136775698,0.47631378490584236,0.4736990361554282,0.34683203409399305,0.41145151928492957,0.44085932992185867,0.3997143045834133,0.9045078329358782,0.8734133409091405,0.2120103200674057,0.031094490494046893
5,0.4778831878389631,0.47977741421972003,0.4839970327786037,0.4805525568212782,0.36708118649891447,0.4435198491300855,0.4551817591701235,0.42192760835375104,0.9334010573114667,0.902480165549687,0.20532186492851803,0.030920891557421004,0.4594820155756814,0.46218532053061895,0.4704163542815617,0.46402790798459737,0.3291090690067836,0.41324606093338556,0.42352751328263966,0.3886275579588754,0.8853323933056423,0.8526554668290275,0.21526728744166237,0.032676924977983746
6,0.4613708369050707,0.4780432003225599,0.47928041873659405,0.47289816461290635,0.32512825082029617,0.4384364745106016,0.4452742683035987,0.40294634216172354,0.9073535532270159,0.875844507421766,0.20782789513042996,0.03150904476642609,0.44646097476141794,0.46230668425559995,0.4675063432284764,0.4587580116135733,0.27688819072927745,0.39149464857578276,0.40893741261959077,0.3591067601612636,0.8487192876679557,0.8178647711617606,0.2111037402834211,0.030854516795703342
7,0.44774638404164996,0.4752282821110317,0.47488579709189277,0.46595349975994654,0.29869662972007477,0.43527681967190335,0.4312230152402605,0.38839883187838964,0.8847202775137765,0.8543523330688476,0.20641128758021762,0.030367944632257733,0.4340571780545371,0.45950396970340185,0.4639778732572283,0.45251301755223955,0.2750602803741183,0.3976541245835168,0.39782574314730507,0.3568467255660466,0.8406984292439053,0.8093597431864057,0.21124980204445976,0.03133868529115404
8,0.43367594988005503,0.4718662655353546,0.4709932188647134,0.4588451568739755,0.27459584242105484,0.42677763060161045,0.41446932319232394,0.37194760847091674,0.8626195125579834,0.8307927654811315,0.20799040605340685,0.03182674653189523,0.4183226390566145,0.4553929705279214,0.4577989726066589,0.4438382045882089,0.24302184592826026,0.3660181412867137,0.37232738494873047,0.3271224674667631,0.806461375100272,0.7709606726510184,0.22154131430387497,0.03550070242370878
9,0.4222105755465371,0.47010675712994165,0.4675033998148782,0.45327358753340585,0.26063508698769977,0.41632620639460427,0.3958309194871357,0.3575974144424711,0.8412244598524911,0.8108710028784616,0.20815474115950722,0.030353456778185708,0.4081626465320587,0.45227565709182194,0.4552934594154358,0.4385772650241852,0.24438469288178852,0.36260373634951454,0.36198890699659075,0.32299245488643646,0.7956252382142203,0.7615697199957712,0.21989066719157355,0.03405551756279809
10,0.410154937676021,0.4675868892669678,0.46341525912284853,0.44705237344333104,0.24535765948040145,0.40381170080389295,0.38039016154834204,0.34318651648930143,0.8214011989321027,0.7902388899666922,0.20919641485384532,0.031162307713712964,0.39856542379515514,0.4523030343396323,0.45310659847940715,0.4346583627973284,0.20998843016369,0.34240030557768686,0.3382993672660419,0.29689604345389775,0.7635222703388759,0.7315544078009469,0.21614446720055172,0.031967861754553656
11,0.4000735422202519,0.46446094805853705,0.4614888473238264,0.442007789679936,0.23553407685245786,0.3968070796898433,0.3673627778972898,0.333234654886382,0.8049180533545358,0.7752424451964242,0.20862090440307346,0.029675604947975703,0.38766789061682566,0.44874739381245204,0.4503679328986577,0.4289277494294303,0.21128271493741443,0.33557737165689466,0.3340340815016202,0.29363139847346714,0.7558513634545463,0.7225591479369572,0.21859485137462617,0.0332922135421208
