epoch,train_loss_ex1,train_loss_ex2,train_total_loss,train_joint_loss,train_ex1_pct,train_ex1_diff,val_loss_ex1,val_loss_ex2,val_total_loss,val_joint_loss,val_ex1_pct,val_ex1_diff
25,0.395091013391436,0.2286793263121486,0.6560425264716714,0.6237703393879942,0.10711774337315111,0.03227218785610103,0.3850826737228163,0.19873906157014812,0.6387723291831277,0.5838217348195789,0.08411760949496604,0.05495059458865515
26,0.39288435662739085,0.22412838217674344,0.6493852165532056,0.6170127387048226,0.10716653106981332,0.032372478329492686,0.38667216993232756,0.1946683159159823,0.6381664271179533,0.5813404859895531,0.07471271746756589,0.05682594061197969
27,0.391619743205501,0.22077787903433232,0.6452504959292886,0.6123976223876973,0.10596001485855897,0.0328528734643489,0.3835544816231558,0.19935886516518256,0.6314426320494634,0.5829133464738515,0.07973712235545713,0.048529285335057015
28,0.3891178429727023,0.22079885611751987,0.6421069439977266,0.6099166988761504,0.10641584484683464,0.03219024567551452,0.3807565801251697,0.19224106553297543,0.6233770522284564,0.5729976458148369,0.07971716508593728,0.05037940661444978
29,0.3882271879798428,0.2205417230173557,0.6396422444432268,0.6087689114054797,0.10499982520169909,0.030873333388648186,0.3794030892481736,0.19217839790728844,0.6199173871516052,0.5715814869656665,0.0792492130915833,0.04833589993214226
30,0.38772689856553527,0.2172645706158149,0.6353676583776824,0.6049914695322514,0.10436467651688269,0.030376189094813655,0.37856443771006654,0.19358162597810488,0.6233707413571705,0.5721460632820972,0.07730832016614146,0.05122467835755992
31,0.3850019120244901,0.21522750067017019,0.6309390621727676,0.6002294119288571,0.10615929426631991,0.030709650535224738,0.3762616420703194,0.19433866507457614,0.617511415509816,0.5706003072861388,0.07859507053527734,0.04691110862313077
32,0.38372126818409463,0.21454736964459314,0.6290222771854197,0.598268637495442,0.10433866614166877,0.030753639637011488,0.3744560723144437,0.19069609884834757,0.6111783030756277,0.5651521716637634,0.0785744004293623,0.046026131261793356
33,0.38281644912551366,0.21212597674760808,0.6251648534177604,0.594942425435047,0.10452398385574503,0.030222428880932066,0.3718410530326208,0.18942048950385637,0.6033803095149486,0.5612615423974409,0.08498848031575117,0.042118766753364935
34,0.38131047444532834,0.210477296233186,0.6214505292969574,0.5917877705670646,0.10654127800294255,0.029662759100656372,0.3740184623924618,0.1886675185854966,0.6070571698919291,0.5626859798833234,0.07134100499615885,0.04437118986736259
35,0.38134878834100416,0.21124706047220748,0.622339740095404,0.5925958487801077,0.10457923686489357,0.02974389182068231,0.37427456941791054,0.18740554714257612,0.6073024606252734,0.5616801164655889,0.06748305277190485,0.04562234373595477
36,0.37970025190350853,0.21151123866791974,0.6208325235164278,0.5912114909157087,0.10454986795067998,0.029621032708858568,0.3692574820953523,0.18692854171512888,0.58985463891761,0.5561860238612404,0.08199344110405911,0.033668614939402486
37,0.37892463314236624,0.2094963965794045,0.6181570288517746,0.5884210303143302,0.10395388138509175,0.0297359989876572,0.3762375620321781,0.18632514116694154,0.610864961828807,0.562562703512503,0.05507146383600389,0.04830225879741365
38,0.37820160228282357,0.20703736588941507,0.6135412359442474,0.5852389685385883,0.10200036512533317,0.02830226689806623,0.3687231207434176,0.1872534114090611,0.5943532476281103,0.5559765317110936,0.07133450057915902,0.038376716459920336
39,0.37705662168597726,0.20476440664808931,0.6102099223371366,0.5818210275252284,0.10315236906075223,0.028388895209154812,0.37039808273951025,0.1820888459909778,0.5934342336245058,0.5524869289478702,0.0657032776885485,0.04094730417345655
40,0.37633766977213573,0.20616738906050747,0.6101706467074524,0.5825050581970486,0.10318336317589356,0.02766558903565198,0.3681036078710974,0.18422438319269302,0.5893062750027643,0.5523279902935734,0.07088859750330889,0.036978284775398634
41,0.37461891567325706,0.20424093490894618,0.6068029047400465,0.578859850870207,0.10389828200836035,0.02794305414570522,0.36524726213860853,0.18529237215120292,0.5839593625358214,0.5505396351394778,0.07311037848416663,0.03341972750668983
42,0.3739792109595091,0.203759541322358,0.6047104887876182,0.5777387524738696,0.10471449883200087,0.026971735960640612,0.3658892569348428,0.18411627021988952,0.5874518737620652,0.5500055272750097,0.06946982416959913,0.037446346217810546
43,0.37348181847924306,0.20256495573866884,0.6030946424787078,0.5760467742962577,0.10405317062216313,0.027047868442867322,0.3637495710033376,0.1827989810431085,0.5779014381964059,0.5465485519901695,0.07460368747858251,0.031352886508585295
44,0.3728615263326897,0.20150901934008392,0.6022752574093252,0.5743705452689062,0.1027804408398991,0.027904712407456896,0.36287442499427436,0.17948084549925408,0.5759437463082974,0.5423552711710545,0.07338582061593073,0.03358847479075547
45,0.37237124555519124,0.20021874963425065,0.5992111997299284,0.5725899958780026,0.10373790650871269,0.026621204264620894,0.3606194883885118,0.17999458883257838,0.574192950740386,0.5406140767885328,0.08355501057001899,0.03357887391874929
46,0.3718699904167539,0.19774319421085065,0.5966969268899676,0.569613184850504,0.10377654400698276,0.027083742235879903,0.36403494950613424,0.1767069830115602,0.5760261143129584,0.5407419328211467,0.06811020734567655,0.035284182078853886
47,0.37122229541435625,0.19746384951308088,0.5951986466291674,0.5686861448943332,0.10303009463522707,0.026512502081321457,0.36017779193783256,0.175255138511434,0.562044798392114,0.5354329300117436,0.081818977480101,0.026611868135401565
48,0.37060484742101335,0.195832442495557,0.5939862806155783,0.566437290089814,0.10328020509420695,0.027548990435280366,0.362085312640215,0.17343998629538016,0.5721779994631265,0.5355252991320115,0.06778505176495567,0.03665270002214547
49,0.36944259424203946,0.19723063137964897,0.5931208839737127,0.5666732258070701,0.10272746321400937,0.026447658623476023,0.3609483335873386,0.17305985713593874,0.5641477165558327,0.5340081900623032,0.07300723074070262,0.030139527012157073
50,0.369728086489778,0.1942526210271599,0.5901346373508609,0.563980708137084,0.10203723132530872,0.026153929675024407,0.3628374572878624,0.1734456942064723,0.5748980610114985,0.536283151136261,0.0633248310156555,0.03861490991937606
51,0.3691464817389775,0.19040991249273562,0.5855642076917169,0.5595563941798504,0.10155831541098054,0.026007813926768528,0.3613486211234924,0.172204395732401,0.5684759403397969,0.5335530172415537,0.06796129161637647,0.0349229231203125
52,0.3680236524068066,0.19142444045680146,0.5858824241959371,0.5594480931229219,0.10245562183352902,0.026434330887633476,0.35913796391850117,0.16918061036225937,0.5623343391476366,0.528318574616765,0.07011419837142371,0.0340157645639756
53,0.3677105780567321,0.19153292574235614,0.5854210825681121,0.5592435037108112,0.10156919705897781,0.026177578755782395,0.3592396747868208,0.17095154815825736,0.5678203345686903,0.5301912232209438,0.06534874958418734,0.037629111557404435
54,0.3670402674436993,0.18954519312100493,0.5820157848369171,0.556585460230355,0.10237132550120107,0.02543032448959506,0.3583487158120385,0.16650399640732183,0.5575210172771278,0.5248527126607454,0.06976085547490213,0.03266830452589839
55,0.3661275786652243,0.19071916402626554,0.5826841033818597,0.5568467419400317,0.10336520865568406,0.025837361168169298,0.3547976128845277,0.17857204557184606,0.5636908608660879,0.5333696578527797,0.08118326502401929,0.03032120279040876
56,0.3659526000938144,0.1894057209259208,0.5804170164239915,0.555358320139172,0.10230276688725921,0.025058696156817873,0.359346184950163,0.1663360478653312,0.5630227640730228,0.5256822330621181,0.06386979862162623,0.03734053089393753
57,0.36581273470515324,0.187951003256479,0.5790067512135935,0.553763737910873,0.10151551246325269,0.025243013797071872,0.3582590808694679,0.17179881082295984,0.5658838650767837,0.5300578918855338,0.06611609491309972,0.03582597281607265
58,0.3653298360670771,0.187715083212808,0.5781786520722636,0.5530449189069147,0.10229397380406752,0.025133733121210367,0.35627268859454525,0.16568582168872958,0.554584212654151,0.5219585096896119,0.07377147957378054,0.03262570307929934
59,0.3651379168439674,0.18845602007189952,0.5787904983765989,0.5535939366190354,0.10168865209079007,0.02519656122128051,0.3585260434967788,0.1615072775944423,0.5595323477134603,0.5200333208004586,0.061119117729379065,0.03949902691079471
60,0.36479295091924224,0.18587547532057663,0.5762738359482933,0.5506684256814668,0.10276963688119786,0.02560540998654696,0.3549046859727793,0.1636298718741958,0.5472059316615357,0.5185345581851865,0.0751520327493213,0.028671373286553753
61,0.36471293285771567,0.18521228702893366,0.574856589808707,0.5499252204858296,0.10211046101355492,0.024931369843711786,0.35653895448663786,0.16567766718495797,0.5573733949159841,0.5222166207976533,0.06629022312410159,0.03515677324218137
62,0.3646191839146388,0.1864302181109115,0.5766745827456504,0.551049401886514,0.10227445781482516,0.025625181051138878,0.3588688200630989,0.1621302490219721,0.5625796077764147,0.520999069294729,0.05902253492830224,0.04158053796747214
63,0.3637820961333423,0.18390638745385465,0.5720083790332503,0.5476884841212729,0.10133883456249337,0.02431989573295365,0.3600539668635311,0.1641814693470896,0.5710931368419344,0.5242354364368306,0.05337154209256278,0.0468577005264848
64,0.36355481249108135,0.18317074580912554,0.5716810819485458,0.5467255584613124,0.10190289096920023,0.024955523518130397,0.3601731625672483,0.1603763117841158,0.5679273584689857,0.5205494739574279,0.0527245277468274,0.04737788411651813
65,0.36269186852031976,0.18310495900537518,0.5708918970131196,0.5457968271880353,0.10191130077011742,0.02509506999722448,0.3540557901246994,0.1607154520764788,0.5465028782626746,0.514771241747655,0.07249586424410731,0.031731636289913226
66,0.36228816728526947,0.18192829645980343,0.5695310235376606,0.5442164638807988,0.10206137117995964,0.025314559811346622,0.3540615766569619,0.1602947166596729,0.5465937794773217,0.514356293525741,0.06983703937297643,0.03223748522991606
67,0.3618530799586202,0.1820329628030712,0.5690759670042314,0.5438860434491487,0.1024783729527022,0.025189924164194067,0.3536407971816464,0.15834098449473433,0.542771114892728,0.5119817820046609,0.07060292913298172,0.030789332554821296
68,0.3612535966215964,0.18077762694742477,0.5673098286958103,0.5420312241990984,0.10233130898454637,0.025278603938359644,0.35227167572808493,0.15887874969440155,0.5384686645561767,0.5111504248233062,0.07447631392513195,0.027318240057288612
69,0.36127753954786823,0.18064975760263607,0.5665807196632098,0.5419272968095343,0.10152455027517532,0.02465342250277434,0.35343617101098407,0.15667187834326265,0.5452839043785893,0.5101080490055525,0.06718348086948432,0.03517585567097175
70,0.36090085844363645,0.1793595524173742,0.5649252943694592,0.5402604103865216,0.10254745206451353,0.02466488431397631,0.35115212963020065,0.15594342483485657,0.5331437681841342,0.5070955547287849,0.0768519163587444,0.026048213413417762
71,0.360208013796764,0.17952358099450996,0.564467779938926,0.5397315960006691,0.10270724671349918,0.024736184324468904,0.3548953540940985,0.15722157131059544,0.5508331984316851,0.512116925905666,0.061983760684658,0.03871627226118793
72,0.3598364306022347,0.17851580960358276,0.563099993013234,0.5383522404066476,0.10229805315694644,0.02474775284714114,0.35425518075295537,0.1542066688085487,0.5481487531479784,0.5084618494991584,0.06049304617727749,0.0396869032714357
73,0.35969282478376585,0.18037147264181685,0.5643649068241718,0.5400642969632318,0.10193629421832226,0.024300609803559938,0.35188039223623785,0.1580033331493719,0.5455963076114372,0.5098837254330586,0.06737779239876752,0.035712582048169954
74,0.3598594920647935,0.17738015429333065,0.5615457210919303,0.5372396462124671,0.10120208447763776,0.024306075188432825,0.3525484477333124,0.15587017146464419,0.5447973508511392,0.5084186189706433,0.06457899498832699,0.03637873231084638
75,0.3594142435762978,0.17790068687994687,0.5627719565025439,0.5373149304805209,0.10119167487997721,0.025457026895965445,0.35328659825733205,0.15196062912954839,0.5427805713038026,0.5052472275386065,0.06309872579548985,0.03753334376960993
76,0.35917792758811706,0.17532363213969493,0.5587827550397383,0.5345015598911245,0.10199653198258395,0.024281194718263302,0.35100383961228965,0.15777260392200274,0.5388758792343298,0.508776443343945,0.07091170270658005,0.030099436018386442
77,0.35949199194733,0.17723292715392866,0.5608423457997388,0.536724919638645,0.1006229983474971,0.02411742618316299,0.3533194030312848,0.1575230773266899,0.5517498308536707,0.5108424806217023,0.05949863602166722,0.040907350651284244
78,0.3585984424657025,0.1765298012454257,0.5592941929943753,0.5351282439560969,0.10117216042234116,0.024165949186142444,0.3513423201155747,0.1558644123633626,0.5447345489362405,0.5072067326543879,0.06317667724118872,0.0375278163193703
79,0.35822752028068094,0.17187645511979777,0.5533300991306938,0.5301039754744107,0.09834190652489451,0.02322612424332525,0.3512406018761238,0.155714154102226,0.5441915410884184,0.5069547556605526,0.06350314839173692,0.03723678489158292
80,0.35808642416909975,0.17521800172638802,0.5562121098181365,0.5333044259363159,0.0987878430069764,0.022907683707473543,0.35116098514841915,0.15552219043825688,0.5436991009490467,0.506683175350535,0.06375361307550628,0.03701592571106497
81,0.35766987019699614,0.17477340508645214,0.5547986829838764,0.5324432751013769,0.09884681532896561,0.02235540790015487,0.3510960372720991,0.15537904630585075,0.5433141968579371,0.5064750830973918,0.06395632382129182,0.036839112767428864
82,0.35823229443440785,0.17481682069436316,0.5557532134991121,0.5330491150371837,0.0984832431450133,0.022704098545791696,0.3509987490207522,0.15526586232797387,0.5428442729910685,0.5062646115313492,0.06425390652903926,0.03657966186358677
83,0.35771278320189337,0.1742252107506609,0.5541272086236997,0.5319379933390289,0.09886756593635156,0.022189215655434188,0.35095086509264756,0.15515302388566896,0.5425637063009762,0.5061038891074217,0.06438979140142977,0.036459817668043466
84,0.35802949055746836,0.17287349300260405,0.5541446553410795,0.5309029834706919,0.09916447245480572,0.023241672208047168,0.3508931767213119,0.15506724132858304,0.5422665037355999,0.5059604180085151,0.0645648664701068,0.03630608566749788
85,0.35813756258849283,0.17253616713627432,0.5533853189852,0.5306737293352448,0.10001324733688333,0.022711589802233104,0.35085912896276084,0.15493512990712344,0.5420282402415694,0.5057942584527754,0.06464530141048698,0.03623398199183116
